n,Straightforward_double,Iterative_double,Delta_double,Straightforward_float,Iterative_float,Delta_float
225,105249261265076462053287759672721780964423892992.000000,105249261265075671039313217257575247021623738368.000000,791013974542415146533942800154624.000000,inf,inf,nan
226,170296882017711462896335896771061328200924659712.000000,170296882017710185104530866715824619524093640704.000000,1277791805030055236708676831019008.000000,inf,inf,nan
227,275546143282787945232033260095453533112599838720.000000,275546143282785876426253687625070290492968665088.000000,2068805779572470383242619631173632.000000,inf,inf,nan
228,445843025300499408128369156866514861313524498432.000000,445843025300496081813194157992565333964313591808.000000,3326315174998873949527349210906624.000000,inf,inf,nan
229,721389168583287393925221624265309242320626909184.000000,721389168583281958239447845617635624457282256896.000000,5435685773778647673617863344652288.000000,inf,inf,nan
230,1167232193883786964312867610345187495212161695744.000000,1167232193883778040052642003610200958421595848704.000000,8924260225606734986536790565847040.000000,inf,inf,nan
231,1888621362467074358238089234610496737532788604928.000000,1888621362467060079421728263834518278667883249664.000000,14278816360970775978458864905355264.000000,inf,inf,nan
232,3055853556350861322550956844955684232744950300672.000000,3055853556350837957215093438231355845511468810240.000000,23365335863406724328387233481490432.000000,inf,inf,nan
233,4944474918817936005307599737992907753433759481856.000000,4944474918817898361155375360492600907335372636160.000000,37644152224377500306846098386845696.000000,inf,inf,nan
234,8000328475168797976895663899802045552490750935040.000000,8000328475168736967407576115577410319158882598912.000000,61009488087784224635233331868336128.000000,inf,inf,nan
235,12944803393986735280277478271501860438548592721920.000000,12944803393986634030488736842363104093870172930048.000000,101249788741429138756344678419791872.000000,inf,inf,nan
236,20945131869155534555247356805010813123663425961984.000000,20945131869155370997896312957940514413029055528960.000000,163557351043847070298710634370433024.000000,inf,inf,nan
237,33889935263142267239376405809098859296963854073856.000000,33889935263142002432236620532889804241651063848960.000000,264807139785276209055055312790224896.000000,inf,inf,nan
238,54835067132297806986920621148937300951123609255936.000000,54835067132297370833984504223416504389431954767872.000000,436152936116925520796561691654488064.000000,inf,inf,nan
239,88725002395440079418593885492863788778583792549888.000000,88725002395439373266221124756306308631083018616832.000000,706152372760736557480147500773933056.000000,inf,inf,nan
240,143560069527737896790108223711456346790700060246016.000000,143560069527736754484799346049378070081507631824896.000000,1142305308877662078276709192428421120.000000,inf,inf,nan
241,232285071923177996977889543343630649691269169676288.000000,232285071923176127751020470805684378712590650441728.000000,1869226869072537946270978678519234560.000000,inf,inf,nan
242,375845141450915872998810332915776482359983913041920.000000,375845141450912882235819816855062448794098282266624.000000,2990762990516060714033565885630775296.000000,inf,inf,nan
243,608130213374093911515074744538028160295223716478976.000000,608130213374089009986840287660746827506688932708352.000000,4901528234456877281332788534783770624.000000,inf,inf,nan
244,983975354825009784513885077453804642655207629520896.000000,983975354825001975299409841073051332788728482496512.000000,7809214475236380753309866479147024384.000000,inf,inf,nan
245,1592105568199103779105709558549074859438372613521408.000000,1592105568199091151439749601848282273271299950247936.000000,12627665959956700792586167072663273472.000000,inf,inf,nan
246,2576080923024113729773094109117363615069462778085376.000000,2576080923024093126739159442921333606060028432744448.000000,20603033934666196030009009434345340928.000000,inf,inf,nan
247,4168186491223217841185802613895406700459600461692928.000000,4168186491223183945871910098540647653379563312906240.000000,33895313892515354759047080037148786688.000000,inf,inf,nan
248,6744267414247331903265895669241738541480828309864448.000000,6744267414247277404918068487690949485391356815736832.000000,54498347827181550789056089471494127616.000000,inf,inf,nan
249,10912453905470550409065696175595081693843958911729664.000000,10912453905470461350789978586231597138770920128643072.000000,89058275717589363484555073038783086592.000000,inf,inf,nan
250,17656721319717882312331591844836820235324787221594112.000000,17656721319717738755708047073922546624162276944379904.000000,143556623544770914273611162510277214208.000000,inf,inf,nan
251,28569175225188432721397288020431901929168746133323776.000000,28569175225188198777270029875238270859126136792678400.000000,233944127258145193631070042609340645376.000000,inf,inf,nan
252,46225896544906317692184871435100467972107653915607040.000000,46225896544905934874522085379329071675674293176369152.000000,382817662786055771396296433360739237888.000000,inf,inf,nan
253,74795071770094755730494142595195861516504641170309120.000000,74795071770094128334880132114903850919572188847669248.000000,627395614010480292010596932452322639872.000000,inf,inf,nan
254,121020968315001084056502980309623312719068777328672768.000000,121020968315000063209402217494232922595246482024038400.000000,1020847100762815390390123822295304634368.000000,inf,inf,nan
255,195816040085095829153173156625492191005116936256225280.000000,195816040085094170276634417050482807053905706386194432.000000,1658876538739575009383951211229870030848.000000,inf,inf,nan
256,316837008400096934477324069493769470185098678070411264.000000,316837008400094212218388701986061763188239223924719616.000000,2722258935367507707706996859454145691648.000000,inf,inf,nan
257,512653048485192806165793091236569594112041543297662976.000000,512653048485188382495023119036544570242144930310914048.000000,4423670769972200025023869896612986748928.000000,inf,inf,nan
258,829490056885289740643117160730339064297140221368074240.000000,829490056885282594713411821022606333430384154235633664.000000,7145929705339707732730866756067132440576.000000,inf,inf,nan
259,1342143105370482716950093712436140390096485480549842944.000000,1342143105370470977208434940059150903672529084546547712.000000,11739741658772376989486423956396003295232.000000,inf,inf,nan
260,2171633162255772627734394333635711186080929417802022912.000000,2171633162255753571921846761081757237102913238782181376.000000,19055812547572553953948978016179019841536.000000,inf,inf,nan
261,3513776267626255514825671506541083307864718614235971584.000000,3513776267626224889412648622079371604150049755096940544.000000,30625413022884461711703714668859139031040.000000,inf,inf,nan
262,5685409429882028142560065840176794493945648032037994496.000000,5685409429881978461334495383161128841252962993879121920.000000,49681225570457015665652692685038158872576.000000,inf,inf,nan
263,9199185697508284337950471188594804728559581509810388992.000000,9199185697508202670182410163363573518653797885439639552.000000,81667768061025231231209905783624370749440.000000,inf,inf,nan
264,14884595127390312480510537028771599222505229541848383488.000000,14884595127390181812081639388401629286655975742855184384.000000,130668428897640369969935849253798993199104.000000,inf,inf,nan
265,24083780824898599540719943584874111658061670505804464128.000000,24083780824898384482264049551765202805309773628294823936.000000,215058455894033108908852751896877509640192.000000,inf,inf,nan
266,38968375952288912021230480613645710880566900047652847616.000000,38968375952288569016604624307674539798962608825295699968.000000,343004625856305971171081604291222357147648.000000,inf,inf,nan
267,63052156777187519728727230301042945659619148915894386688.000000,63052156777186953498868673859439742604272382453590523904.000000,566229858556441603203055346766462303862784.000000,inf,inf,nan
268,102020532729476437194475581649704071954179767871838617600.000000,102020532729475522515473298167114282403234991278886223872.000000,914679002283482589789550944776592952393728.000000,inf,inf,nan
269,165072689506663956923202811950747017613798916787733004288.000000,165072689506662476014341972026554025007507373732476747776.000000,1480908860839924192992606291543055256256512.000000,inf,inf,nan
270,267093222236140394117678393600451089567978684659571621888.000000,267093222236137998529815270193668307410742365011362971648.000000,2395587863123406782782157236319648208650240.000000,inf,inf,nan
271,432165911742804372818952688491259768837752477080470159360.000000,432165911742800452766085759280160670762274863110674186240.000000,3920052866929211099098075477613969795973120.000000,inf,inf,nan
272,699259133978944810492774047971834181717680913006372847616.000000,699259133978938451295901029473828978173017228122037157888.000000,6359196873018498005203544663684884335689728.000000,inf,inf,nan
273,1131425045721749270424012668223340597179332892619505139712.000000,1131425045721738991174272720514236295559191593765373476864.000000,10279249739947709104301620141298854131662848.000000,inf,inf,nan
274,1830684179700694255141358579715668072144812810691202252800.000000,1830684179700677529582459681748311920356108324420072767488.000000,16725558898897967356151788704486271129485312.000000,inf,inf,nan
275,2962109225422443351340799384418515376076346698245383127040.000000,2962109225422416520756732402262548215915299918185446244352.000000,26830584066982155967160161046780059936882688.000000,inf,inf,nan
276,4792793405123137954931301691175170034716757519067233910784.000000,4792793405123094050339192084010860136271408242605519011840.000000,43904592109607164309898445349276461714898944.000000,inf,inf,nan
277,7754902630545581654721244802634671997288702227443265568768.000000,7754902630545510571095924486273408352186708160790965256192.000000,71083625320316361263645101994066652300312576.000000,inf,inf,nan
278,12547696035668719609652546493809842032005459746510499479552.000000,12547696035668605318333404024366241661449312423657781329920.000000,114291319142469443600370556147322852718149632.000000,inf,inf,nan
279,20302598666214304051966941112772406721258946054998953295872.000000,20302598666214117283225903418803596359618412624971340709888.000000,186768741037693968810361640533430027612585984.000000,inf,inf,nan
280,32850294701883026449212637422910141445229189882554641022976.000000,32850294701882725389152457259497730713032509129674310287360.000000,301060060180163412410732196680752880330735616.000000,inf,inf,nan
281,53152893368097333288772728352010440858452920018598782566400.000000,53152893368096842672378360678301327072650921754645650997248.000000,490616394367673709113785801998263953131569152.000000,inf,inf,nan
